gene	length	logFC	logCPM	F	PValue	FDR
9330179D12Rik	1494	-1.316475443	0.620982116	8.325128398	0.011747766	0.062919289
Gm16146	4860	-0.907895089	1.228489313	8.323151971	0.011755788	0.062932318
D830031N03Rik	8311	0.820973708	1.941281376	8.320023468	0.0117685	0.06294094
Nop53	1558	-0.189355963	7.869889604	8.320003755	0.01176858	0.06294094
Slc25a53	7510	-0.726945623	2.412782049	8.313504533	0.01179504	0.063052496
Hmg20a	3787	-0.249231178	5.58158941	8.311324205	0.011803931	0.063070081
Aldh2	4155	-0.410371321	3.959566978	8.307115204	0.011821118	0.06313195
Dazap2	2095	-0.268641816	9.287283575	8.292942674	0.011879203	0.063412075
Usp37	7708	0.254351654	5.752599827	8.286233784	0.011906813	0.063529338
Jagn1	1260	0.241826405	5.633967436	8.283636272	0.011917523	0.06355636
Pik3ip1	2243	-0.551038975	5.71705722	8.276967735	0.011945069	0.063612863
Ptges3-ps	1570	0.419430224	3.960425012	8.27877247	0.011937607	0.063612863
Oga	6818	-0.312921753	7.550380789	8.277626228	0.011942346	0.063612863
Snord13	98	-0.737151047	3.248649391	8.27406809	0.01195707	0.063646665
Pym1	2000	-0.294767552	5.44727109	8.265665053	0.011991926	0.063802036
St3gal1	6205	-0.238282235	6.581986657	8.261421846	0.012009572	0.063865735
Ndfip2	6005	-0.212957754	5.86498738	8.256107854	0.012031713	0.063953268
Sytl2	10793	0.723187038	3.489964862	8.253237572	0.012043691	0.063982678
Il15ra	5198	0.582643082	2.958708321	8.252059363	0.012048612	0.063982678
Abhd6	14243	0.443749725	4.359684888	8.239014378	0.012103253	0.064212262
Gnpnat1	3652	0.310488271	5.39736021	8.240294	0.01209788	0.064212262
Carm1	3762	0.509563609	3.179890099	8.236316788	0.012114588	0.064242123
Cd247	6969	-0.223619694	9.633404791	8.223497395	0.01216862	0.06449827
Nfu1	2051	0.213264748	6.368293359	8.221786913	0.012175851	0.064506225
Actg2	1315	1.38957069	2.585431455	8.2056493	0.012244312	0.064838413
Cd3d	1512	-0.277059068	9.870878613	8.192530809	0.012300293	0.06510423
Eif4a3	1463	0.210053926	8.283931241	8.188993074	0.01231544	0.06515377
Vdac1	2394	0.270263201	7.685728355	8.184296423	0.012335582	0.065168459
Ndfip1	1812	-0.256675549	9.553337812	8.185316472	0.012331205	0.065168459
Ucp2	1719	-0.24528703	10.13796725	8.186617534	0.012325623	0.065168459
Pias3	4869	-0.328816036	4.24485539	8.178349983	0.012361139	0.065272846
Rpl10a	1063	0.246643192	8.524917636	8.172187955	0.012387687	0.065382365
Pop5	2663	0.242846055	6.954148263	8.168678134	0.012402838	0.065405387
Fam207a	3539	0.214214777	6.481211235	8.168485925	0.012403669	0.065405387
Pten	9284	-0.285606036	6.464705356	8.164905556	0.012419147	0.065456348
Gm32081	619	-1.638754086	0.791648881	8.16226013	0.012430598	0.065486043
Rere	36093	-0.465442773	5.245075098	8.157144558	0.012452776	0.065541539
Aasdhppt	3032	0.302448271	5.093404812	8.157953126	0.012449268	0.065541539
Ctu2	3169	0.284076659	5.693780811	8.152608531	0.01247248	0.065614568
Mrps28	722	0.338322058	5.197208063	8.147561377	0.012494446	0.065699425
Snora73b	205	0.943036226	1.868080085	8.143574524	0.012511829	0.065757741
Ears2	7769	0.369287268	4.248269468	8.141002263	0.012523059	0.065757741
Emc8	4908	0.283420953	5.612729829	8.142064217	0.012518421	0.065757741
Btk	2902	0.859675092	1.543763125	8.126224409	0.012587803	0.066066892
Senp3	2538	0.231430813	5.988828235	8.123062938	0.012601704	0.06610903
Zkscan14	2236	-0.493908011	4.306699679	8.117756273	0.012625077	0.066169979
Add1	4562	-0.267435859	8.257846105	8.117957211	0.012624191	0.066169979
Trim2	19230	-0.974244215	0.799961011	8.110871387	0.012655476	0.066175266
AI506816	2780	0.687569126	2.290608525	8.115688009	0.0126342	0.066175266
Tnfrsf1a	2155	-0.3420533	4.370757915	8.112039694	0.012650312	0.066175266
Smim10l1	2738	0.293014709	5.108430782	8.112758238	0.012647136	0.066175266
Capn1	3659	-0.220870894	6.363777744	8.113736021	0.012642817	0.066175266
P4hb	2861	0.234134062	8.446764602	8.089454373	0.012750581	0.066641616
Apobec1	4429	-0.655268889	3.349368022	8.087153634	0.012760847	0.066644651
Rdm1	2622	-0.294077608	5.661709342	8.086671031	0.012763001	0.066644651
Dnajc25	4381	0.799721146	1.37377291	8.085307532	0.012769091	0.066645537
Trim12a	6190	-0.350250071	5.813759997	8.08327762	0.012778163	0.066661981
Tbxa2r	2175	-0.59891171	4.363569918	8.081265172	0.012787164	0.066678042
TrnY	67	-0.370608366	5.098155437	8.079502829	0.012795053	0.066688288
Pik3cg	8210	-0.287094478	6.16877849	8.068767959	0.012843226	0.066908392
Grpel1	3338	0.201356327	7.095011724	8.066414309	0.012853816	0.066932589
Ms4a6d	1371	-0.644217398	3.546535181	8.057764581	0.012892821	0.067083824
Gm39556	2242	-0.632523168	2.447491124	8.057331765	0.012894777	0.067083824
Parp16	3672	-0.711044106	2.663858059	8.050059852	0.01292768	0.067192902
Tbc1d9b	6942	-0.282043439	5.873441387	8.050888151	0.012923928	0.067192902
Cdc42se2	3756	-0.237278487	7.917985557	8.045549117	0.012948139	0.067268182
BE692007	3685	-0.885863906	3.501142558	8.041025128	0.012968696	0.06733737
Dpysl2	5672	-0.281011541	7.546971305	8.039986687	0.012973419	0.06733737
Tmem138	2143	-0.369199356	4.149487329	8.034773813	0.012997163	0.06742952
Gbp3	3175	0.793209956	2.576084822	8.027938224	0.013028373	0.067503282
Nfe2l2	3818	-0.258338086	5.814636682	8.028851296	0.013024199	0.067503282
Nadk	3360	0.227446595	7.068075843	8.027720557	0.013029369	0.067503282
D030028A08Rik	2820	0.651726976	2.718465142	8.022838134	0.013051716	0.067587958
Isg15	756	-0.430624906	5.078061595	8.010676952	0.013107572	0.067846
Psmd1	3256	0.278248891	8.082374535	7.995682505	0.013176822	0.068173098
Heatr1	6776	0.438945287	5.888849886	7.989455406	0.013205705	0.068291147
Dnaaf2	3390	0.288064298	5.486679219	7.986235616	0.013220668	0.068305773
Dhx30	5303	0.27399457	6.572527634	7.986701775	0.0132185	0.068305773
Tbc1d30	13208	-1.129505282	2.357728397	7.982872709	0.013236317	0.068355255
Mt1	1258	0.960765341	1.287256324	7.979310046	0.013252919	0.06840961
Qk	10295	0.399031172	4.120549433	7.977833352	0.013259807	0.068413798
Sinhcaf	3642	0.32101913	4.847776488	7.974299517	0.013276308	0.068467557
Ino80c	2360	-0.223290885	5.932606371	7.96909283	0.013300664	0.068561756
Akr1c13	1394	0.509090239	3.582849685	7.966366046	0.01331344	0.068596204
Taok3	6801	-0.241955618	7.094430516	7.958710163	0.013349386	0.068749948
9330175E14Rik	1538	0.964183963	1.143485374	7.946767508	0.013405683	0.06899884
Snora65	118	0.821786755	1.818240473	7.942014914	0.013428163	0.06899884
Zkscan1	8383	0.432981178	4.489795885	7.941973713	0.013428358	0.06899884
Dusp4	2427	0.425234312	4.950846758	7.942472023	0.013425999	0.06899884
Septin1	4748	-0.234293963	8.521198292	7.94254606	0.013425649	0.06899884
Rrs1	2048	0.523902417	5.200277166	7.934414628	0.013464203	0.069119928
Slu7	3926	-0.211175743	6.480878091	7.93501606	0.013461347	0.069119928
Eif3b	2966	0.349029727	8.484316073	7.931656755	0.013477309	0.069155671
Rpl21	1856	0.29728581	9.629283976	7.930140539	0.01348452	0.069161151
Pwp1	2579	0.308915504	6.375417007	7.926627111	0.013501247	0.069215411
Pisd-ps1	2876	-0.510714357	3.320393286	7.918335358	0.013540819	0.069366572
Cnnm3	5292	0.421783158	3.62976797	7.917867483	0.013543056	0.069366572
Vamp5	1648	-0.570454161	3.948032296	7.916097795	0.013551521	0.069378363
Gm30892	914	-0.785742715	2.610825583	7.911099959	0.013575459	0.069467902
Nfatc3	8918	-0.243205939	7.280595689	7.909871354	0.013581351	0.069467902
Il18r1	5096	-1.597861899	1.336033691	7.901448742	0.013621824	0.069643279
Pradc1	1507	0.290215283	4.913903405	7.895862776	0.013648743	0.06974923
Zmynd19	3030	0.622500175	2.412071169	7.886222905	0.013695343	0.069941698
Dvl1	3554	0.508657667	3.253257152	7.884287925	0.013704719	0.069941698
Ctsd	1917	-0.200398755	7.964391179	7.88422086	0.013705044	0.069941698
Plin3	2159	-0.25329584	6.147715561	7.879732345	0.013726822	0.070021099
Uqcrfs1	1313	0.236377934	7.705682991	7.870532087	0.013771587	0.070217629
Usp36	5914	0.360879406	5.244456155	7.868867997	0.013779702	0.070227198
Cdc26	3041	0.285336485	4.995413051	7.864470685	0.013801171	0.07030479
Tnip2	1966	-0.418736781	4.294960409	7.851157118	0.01386641	0.070605175
Rpl18	1648	0.236061529	9.432002211	7.84826437	0.013880632	0.070645639
Rps13	582	0.25913678	9.639171122	7.844074764	0.01390126	0.070718654
Lancl1	4546	0.254048261	6.392971304	7.840928248	0.013916775	0.070765607
Ppfia1	5638	0.340907499	4.316819398	7.839073943	0.013925928	0.070780179
Rnaseh1	1912	0.302591369	4.657687012	7.832781056	0.013957042	0.070874324
Fryl	17978	-0.257177513	6.721007877	7.833671171	0.013952636	0.070874324
Tmx1	2320	0.225071397	6.976729108	7.830055194	0.013970544	0.070910904
Tnfaip1	3816	0.333944776	5.071693727	7.81850981	0.014027901	0.071097939
Prr3	3195	0.268025355	4.386063046	7.817555422	0.014032654	0.071097939
Erap1	5747	0.234721319	6.890255981	7.819614359	0.014022402	0.071097939
Rnf181	2233	-0.186265216	6.450513004	7.820585672	0.014017568	0.071097939
Sf3a3	2096	0.22983733	7.40118593	7.80465301	0.0140971	0.071392329
Cbx5	9119	0.321459564	6.798923167	7.802441635	0.014108179	0.071416315
Zpr1	3092	0.233673465	6.330963732	7.800263283	0.014119104	0.071439491
Itga3	5316	-1.133925001	0.837422967	7.794557903	0.014147762	0.071552336
Rarg	3399	-1.37537604	2.186704367	7.791449309	0.014163404	0.071567148
Gsdme	11750	0.445745758	4.045775583	7.791693394	0.014162175	0.071567148
Fpgs	2808	0.519670415	3.51362779	7.786302772	0.014189346	0.071666065
Tmem176a	1119	-0.994133581	3.156334404	7.78339672	0.014204019	0.071708001
Coq5	2132	0.350709666	5.252411336	7.781341469	0.014214406	0.071728277
Cd96	2186	-0.30899757	7.850891922	7.764020149	0.0143023	0.072139468
Trim23	3992	-0.341852652	4.22392894	7.758447751	0.014330709	0.072185739
Zfp84	5711	-0.268708056	4.803605813	7.75994279	0.014323081	0.072185739
Ppia	746	0.177763694	11.0917412	7.759405293	0.014325823	0.072185739
Ddx39b	1758	0.190833683	7.946313158	7.755894015	0.014343751	0.072219117
Rgs11	3223	-1.008224121	1.399835898	7.74804348	0.014383928	0.072389028
Ramp3	1397	-0.701720714	2.770592448	7.737218415	0.014439541	0.072594019
9930111J21Rik1	3863	-0.492367168	4.386334584	7.736351631	0.014444005	0.072594019
Hdhd2	3940	0.262508367	4.892296776	7.738680526	0.014432015	0.072594019
Gprin3	14763	0.502855338	5.675097555	7.733819287	0.014457055	0.072627186
Esr1	9756	1.450536631	0.381586767	7.728061147	0.01448678	0.072744053
Slf1	5257	0.396811523	4.227318969	7.724567601	0.014504849	0.072778128
Mrpl51	1515	0.192538683	6.728912494	7.724249584	0.014506495	0.072778128
4930453N24Rik	5965	0.219951003	5.641468063	7.722668072	0.014514684	0.072786777
Malat1	6983	-0.469439988	10.47003817	7.718066556	0.014538542	0.072870634
Kdm5b	8146	-0.279651533	5.923267908	7.71694733	0.014544352	0.072870634
Polr2j	586	0.214077524	6.839299767	7.71187705	0.014570705	0.072970194
Naa10	1139	0.209678655	7.497419221	7.69495175	0.014659076	0.073380112
9430038I01Rik	2857	0.399001186	3.763028688	7.691964023	0.014674739	0.073425874
Mre11a	11133	0.25112035	5.731945906	7.689106612	0.014689738	0.073435644
Nbr1	5151	-0.226997411	5.818279098	7.689881484	0.014685669	0.073435644
Gnl2	5459	0.258395231	6.020257254	7.686944045	0.014701101	0.07345983
Trav14-1	364	-0.84861523	3.234404399	7.68521699	0.014710183	0.073472602
Sumo2	998	0.177310877	7.60078952	7.679539579	0.014740085	0.073589302
Tmub2	2684	-0.240925984	6.011199432	7.677439016	0.014751166	0.07361198
Ltb	1095	-0.292563984	8.767152071	7.673503067	0.014771955	0.073683061
Gramd1a	4698	-0.314235377	8.952558862	7.672222523	0.014778726	0.073684188
Cd38	3013	0.797782261	3.302338227	7.660649762	0.01484008	0.073957337
Uba5	2987	0.215497168	5.849804085	7.655260465	0.014868753	0.074067442
Ryr3	16095	-1.358650599	0.664714056	7.653300739	0.014879195	0.074086676
0610010K14Rik	981	0.192372348	6.897852431	7.644167287	0.014927973	0.074296693
Tsc22d1	9939	1.235666579	1.419518939	7.63705387	0.014966091	0.074453492
E230016M11Rik	1762	-1.164668486	0.520799249	7.625905955	0.015026055	0.074718784
Nipal3	8262	-0.393406767	4.529129819	7.623957233	0.015036566	0.074738037
Psme3ip1	2433	-0.204397085	6.298686725	7.618971878	0.015063493	0.074838837
Icam2	1592	-0.298846383	5.448757947	7.617717239	0.015070278	0.074839521
Pdxk	5094	0.399191243	4.57694318	7.616059079	0.015079252	0.074851065
Slc25a5	1295	0.242470176	10.66471525	7.611499681	0.015103957	0.074940657
Shq1	3278	0.496066194	3.965327344	7.608297141	0.015121338	0.074987596
Ncoa6	7215	0.314046927	4.571774349	7.607119179	0.015127737	0.074987596
Ppdpf	998	-0.257587298	6.573346986	7.606077239	0.0151334	0.074987596
Rpl30	629	0.263211987	9.161721291	7.599560085	0.015168875	0.075130309
Dhx37	5174	0.302188247	5.320909703	7.595752442	0.015189645	0.075199167
Ndufb4	454	0.290128661	6.053209229	7.594563705	0.015196137	0.075199167
Glul	2807	-0.343318104	4.066055005	7.589717948	0.015222631	0.075297178
Calcrl	4996	0.384438948	4.19864319	7.588135905	0.015231292	0.075306933
Ankrd6	6371	-1.354799898	1.232105348	7.586522026	0.015240134	0.07531757
Dld	2277	0.250011006	6.646708569	7.58468883	0.015250184	0.075334168
Creld2	1364	0.292396954	6.116653619	7.578628651	0.015283462	0.075465448
Cd274	4092	0.301339672	5.450350346	7.567909756	0.01534253	0.075723892
Ssbp4	2196	-0.212890502	6.864389341	7.565368755	0.015356571	0.075759979
Cpt1a	5043	-0.411381327	5.784812965	7.56250534	0.015372411	0.075804907
Anapc10	3192	0.236875828	5.39993532	7.559729543	0.015387785	0.075847496
Vbp1	1601	0.242330209	7.349529239	7.555812849	0.015409508	0.075921329
Cct2	2217	0.204112567	8.204315797	7.55126924	0.015434752	0.07601244
Pmepa1	4850	0.48426846	3.521439527	7.542776561	0.015482066	0.07621211
Cyb561d1	5687	-0.438593523	4.752560067	7.538374168	0.015506658	0.076257641
Nsg2	4233	-0.21565726	7.675020783	7.537483973	0.015511636	0.076257641
Dcps	1194	0.194406912	6.560759815	7.53895234	0.015503426	0.076257641
Psmc5	1277	0.210413335	8.013877996	7.534303581	0.015529437	0.076311828
Ppa2	3068	0.278265133	5.317735772	7.52331633	0.015591115	0.076581487
Ccdc28b	2230	-0.440927124	5.07756277	7.51738003	0.015624556	0.076678838
Acat1	3373	0.185759159	7.09554768	7.518242561	0.015619692	0.076678838
Bcas2	1519	0.173463334	6.916624396	7.509840178	0.015667151	0.076854374
Abcd1	3648	-0.249621086	6.150039636	7.504701569	0.015696258	0.076963619
Ipo5	5194	0.389552622	7.363229454	7.492451038	0.015765901	0.077271445
Htra2	1725	0.380514274	4.186955082	7.490911734	0.015774677	0.077280813
Jup	5396	-1.218024956	0.726539808	7.483329806	0.015817986	0.077423763
1810006J02Rik	1687	1.047583138	1.627315194	7.482433875	0.015823113	0.077423763
Jmjd8	2092	0.457800628	3.508595154	7.482193725	0.015824487	0.077423763
Ckb	1478	-0.541876799	4.299166544	7.478938566	0.015843132	0.077462737
Nmt2	4558	0.397918065	4.084696357	7.478400886	0.015846215	0.077462737
1700102P08Rik	1933	-0.9999879	0.583697419	7.473781882	0.015872721	0.077558635
Cluap1	6781	0.250975785	5.022201999	7.472136937	0.015882173	0.077571152
Med13l	10382	-0.362426694	5.180239223	7.468612445	0.015902447	0.077636492
Psat1	6229	0.391386783	7.817825625	7.466639447	0.01591381	0.077658288
Gm15133	832	-0.988922303	1.328499175	7.462361255	0.01593848	0.077711306
Top1	3847	0.219337599	6.789513142	7.463349309	0.015932778	0.077711306
Inpp4a	9520	-0.36163094	4.998635896	7.460551507	0.015948929	0.07772859
LOC115490354	8592	-1.173475262	1.543663552	7.457749363	0.015965124	0.07774021
Irak4	3224	-0.199814902	5.914395018	7.458063857	0.015963305	0.07774021
5031425E22Rik	4542	-0.51588864	2.856929333	7.453592543	0.015989183	0.077823702
Snupn	7553	0.299710875	4.515294194	7.448920009	0.016016277	0.077921888
Hnrnpdl	4705	0.236133114	7.601009127	7.44723544	0.016026058	0.077935795
Hspa4l	9674	-0.352817307	5.545027716	7.445685554	0.016035064	0.077945918
Mrpl37	1496	0.227793788	6.304221867	7.440306964	0.01606636	0.078064342
Sox4	4781	1.005605587	2.120823262	7.438258192	0.0160783	0.078088653
Tamm41	1316	0.324080111	5.23527923	7.424954993	0.016156078	0.078432567
Ube2k	4882	0.205795001	6.731043235	7.420478612	0.016182347	0.078526234
Slc16a3	3673	-0.856346577	1.790287561	7.412048405	0.016231953	0.078660659
Tuba1b	1564	0.345656668	9.579601282	7.40983883	0.016244984	0.078660659
Dph6	9135	0.27338285	4.987426774	7.41076504	0.01623952	0.078660659
Pcmt1	8250	0.209564111	6.962550882	7.40984753	0.016244933	0.078660659
Fcho1	3939	-0.186482174	8.002048183	7.41084321	0.016239059	0.078660659
Aen	5100	0.378919521	4.905519516	7.406413291	0.01626521	0.078693669
Il16	6632	-0.163289194	9.515987718	7.406316639	0.016265781	0.078693669
Ptpn6	2430	0.186573596	9.303171869	7.400366383	0.016300985	0.078830109
Rrp12	7768	0.507710236	5.48944573	7.398926626	0.016309517	0.078837501
Zfp60	4057	0.340475632	4.495938314	7.397004346	0.016320915	0.078858741
Thg1l	4038	0.383668387	4.055430833	7.390899637	0.016357176	0.079000038
Myc	2399	0.365109159	5.847254224	7.386653016	0.016382455	0.079054298
Pgls	1167	0.265469327	6.474300056	7.386835655	0.016381367	0.079054298
LOC115489609	133	0.83657173	1.687807514	7.381419419	0.016413671	0.079137093
Plcb3	4564	0.774275989	2.648090078	7.38226704	0.016408611	0.079137093
Cep44	10671	-0.37006056	4.584754498	7.379627692	0.016424374	0.079154796
Jdp2	2558	-1.05609807	1.412452089	7.377656785	0.016436156	0.079177685
Cwc27	15331	0.26084898	4.865417415	7.368822897	0.016489087	0.079398692
Rps26	448	0.230406207	9.549958112	7.364400974	0.016515656	0.079479698
Cybc1	2591	-0.1948534	6.693332242	7.363673908	0.01652003	0.079479698
Dhrs1	1697	-0.331740337	5.53665047	7.360804635	0.016537301	0.079528808
Synj2bp	10825	0.212031601	5.97621189	7.355123261	0.016571563	0.079659544
Trbj2-4	49	-1.031408938	1.073551928	7.34856773	0.016611198	0.079740973
Ndufa5	622	0.328850656	6.730590775	7.348675145	0.016610547	0.079740973
Mtmr6	4220	-0.217314215	6.37367643	7.347636862	0.016616835	0.079740973
Pole4	4322	0.177720173	7.280209013	7.347893775	0.016615279	0.079740973
Tbc1d14	5900	-0.276164687	6.119938184	7.346392119	0.016624376	0.079743171
Mrps31	1629	0.340095797	4.33586735	7.344459134	0.016636094	0.079765396
Ethe1	1815	-0.317798085	4.684194416	7.337028422	0.016681231	0.079947766
Exog	3999	0.380586515	4.487010601	7.33472598	0.016695246	0.079973862
Stat4	3208	-0.217956369	6.770932181	7.333800418	0.016700884	0.079973862
Sema4c	7688	1.102703382	1.740236175	7.329896089	0.016724689	0.080053806
Pde6d	1554	-0.249929059	5.152133657	7.328098739	0.016735661	0.080072281
Fads2	2907	-0.777607484	3.484496557	7.320164505	0.016784196	0.080202242
Lig3	6612	0.346823144	5.449711693	7.32036364	0.016782976	0.080202242
Tap1	2950	-0.170899003	8.407100976	7.320705957	0.016780879	0.080202242
Ddx60	7063	-0.808700271	3.294423127	7.313385278	0.016825795	0.080211657
Zfp395	4466	0.54627496	3.22196408	7.312877453	0.016828916	0.080211657
Mrps27	2116	0.347544905	4.830444598	7.313865852	0.016822842	0.080211657
Pitpnc1	6439	-0.341722227	6.302396152	7.313630734	0.016824287	0.080211657
Cdk5	3040	-0.278707991	5.734223552	7.317106525	0.016802946	0.080211657
Comt	4090	0.218287559	6.439294423	7.317821551	0.01679856	0.080211657
Ptpmt1	1322	0.261243885	4.943968207	7.30623739	0.016869785	0.080372424
Yaf2	2339	0.28786702	5.017146819	7.30123479	0.016900651	0.08048542
Gm52290	2240	-0.456717287	5.656912649	7.299328832	0.016912429	0.080507451
Tmem134	1517	-0.223495929	7.182378532	7.296319961	0.01693104	0.080561982
Hnrnpll	3133	0.324723236	7.635359066	7.293830965	0.016946454	0.080601257
Pdap1	2139	0.261213833	6.017642193	7.287254801	0.016987256	0.080739199
Chchd2	910	0.239223543	8.459394595	7.285691761	0.016996971	0.080739199
